state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,source_folder
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,4,CONFEDERATE PENSION FUND FOR STATE COURTHOUSE AT AUSTIN,1,USE CONFEDERATE PENSION FUND FOR COURTHOUSE,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,5,INCREASE LEGISLATOR PAY FROM $10 TO $25 PER DAY,1,ALLOW LEGISLATURE TO SET GOVERNOR SALARY,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,6,PROHIBIT LEGISLATURE FROM LENDING STATE CREDIT FOR TOLL ROADS,0,BAD AMENDMENT - RESTRICTS LEGISLATURE ON TOLL ROAD FINANCING,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,7,WOMEN RIGHT TO SERVE ON JURIES,1,EXTEND JURY SERVICE TO WOMEN,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,8,INCREASE DISTRICT AND COUNTY OFFICIAL TERMS FROM 2 TO 4 YEARS,0,BAD AMENDMENT - FOUR YEAR TERMS REDUCE ACCOUNTABILITY,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1954,TX,CONSTITUTIONAL AMENDMENT,9,HOSPITAL DISTRICT TAX WITH NON-ELECTIVE BOARD,0,ALLOWS $975000 TAX BY NON-ELECTIVE BOARD - DECEPTIVE AMENDMENT,0.9,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,1,MUSEUM KRESS COLLECTION $725000,1,THE GOOD ONES - BIGGEST BARGAIN EVER OFFERED EL PASO,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,2,DRAINAGE AND FLOOD CONTROL $2481000,1,THE GOOD ONES - NEEDED DRAINAGE,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,3,FIRE STATIONS AND EQUIPMENT $426000,1,THE GOOD ONES - BADLY NEEDED,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,4,STREET IMPROVEMENTS AND HIGHWAY $3846000,1,THE GOOD ONES - STREET AND HIGHWAY IMPROVEMENTS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,5,TRAFFIC SIGNALS $240000,0,THE BAD ONES - OPPOSE TRAFFIC GADGETS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,6,AIRPORT RUNWAY $685000,0,THE BAD ONES - OPPOSE UNNEEDED AIRPORT RUNWAY,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,7,SWIMMING POOLS $150000,1,THE GOOD ONES - REAL NEED,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,8,JAIL AND FURNITURE CITY-COUNTY BUILDING $175000,1,THE GOOD ONES - REAL NEED,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,BOND ISSUE,9,LIBRARY AND RECREATION BUILDINGS $492000,1,THE GOOD ONES - REAL NEED,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,1,ANNUAL SESSIONS AND PAY RAISE FOR LEGISLATURE,0,THE BAD ONES - OPPOSE ANNUAL SESSIONS AND PAY RAISE,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,2,COUNTY RETIREMENT FUND FOR ELECTED OFFICIALS,0,THE BAD ONES - OPPOSE COUNTY RETIREMENT FUND FOR ELECTED OFFICIALS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,3,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,4,RESIGN TO RUN FOR ANOTHER OFFICE,0,THE BAD ONES - OPPOSE RESIGN TO RUN REQUIREMENT,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,5,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,6,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,7,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,8,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,CONSTITUTIONAL AMENDMENT,9,,1,15 GOOD 4 BAD - OTHER SIX ARE GOOD,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1958,TX,HOSPITAL DISTRICT,,COUNTY HOSPITAL DISTRICT CREATION,1,VOTE FOR THE HOSPITAL DISTRICT,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,AMENDMENT,1,SETS UP A HOSPITAL DISTRICT IN THREE COUNTIES EAST OF HERE. IT WILL COST US NOTHING AND OUR FRIENDS DOWN THE RIO NEED IT,1,VOTE YES,,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,AMENDMENT,2,ALLOWS THE VETERANS LAND BOARD TO ISSUE BONDS AT NOT MORE THAN 3.5 PERCENT. INTEREST HAS GONE UP AND THE BOARD MUST PAY MORE OR GET LITTLE OR NO CASH,1,VOTE YES,,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,AMENDMENT,3,"RAISES THE PAY OF LEGISLATORS TO $5,240 FOR THE FIRST YEAR OF THE TERM. IT WILL RAISE THE PAYROLL FOR TWO YEARS FOR THE 181 MEMBERS TO $1,898,240",0,VOTE NO,,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,AMENDMENT,4,ALLOWS THE LEGISLATURE TO FIX THE INTEREST RATE FOR LOAN SHARKS. THERE IS NO LIMIT. THE LEGISLATURE CAN'T BE TRUSTED,0,VOTE NO,,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,BOND,,"$1.75 MILLION FOR SUN BOWL STADIUM SEATING 30,000",1,"WE FAVOR THE SUN BOWL BONDS, PROPOSITION NO. 4. THE PEOPLE KNOW WHAT THEY ARE GETTING. IT WOULD BE EQUALLY GOOD BUSINESS TO VOTE FOR THE SUN BOWL ISSUE OF $1.75 MILLION",,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,BOND,,$5.5 MILLION FOR AN AUDITORIUM (LIBERTY HALL),0,WE THINK IT WOULD ALSO BE GOOD BUSINESS TO VOTE AGAINST THE $5.5 MILLION FOR THE AUDITORIUM UNTIL THERE ARE PLANS,,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,BOND ISSUE,1,COUNTY COURTHOUSE BOND $1 MILLION,0,VOTE AGAINST,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,BOND ISSUE,4,COUNTY ROAD BOND $1.75 MILLION,1,VOTE FOR,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,BOND ISSUE,,AUDITORIUM BOND $1 MILLION,0,VOTE AGAINST,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,CONSTITUTIONAL AMENDMENT,1,HOSPITAL DISTRICTS IN CERTAIN COUNTIES,1,VOTE YES,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,CONSTITUTIONAL AMENDMENT,2,SCHOOL BOARD TERMS AND ELECTIONS,1,VOTE YES,0.75,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,CONSTITUTIONAL AMENDMENT,3,RAISE LEGISLATOR PAY TO $4800,1,VOTE YES,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1960,TX,CONSTITUTIONAL AMENDMENT,4,LEGISLATURE TO FIX ERRORS IN ENROLLED BILLS,0,VOTE NO,0.80,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,1,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,10,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,11,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,12,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,13,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,14,,0,VOTE NO ON NUMBER 14 - BAD AMENDMENT,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,2,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,3,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,4,WATER DEVELOPMENT BOARD AUTHORITY,1,BALLOT RECOMMENDATIONS - VOTE FOR - AMENDMENT NO 4 MAKES SENSE,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,5,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,6,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,7,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,8,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1962,TX,CONSTITUTIONAL AMENDMENT,9,,1,BALLOT RECOMMENDATIONS - VOTE FOR,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1964,TX,CONSTITUTIONAL AMENDMENT,1,,1,OUR RECOMMENDATIONS - VOTE FOR AMENDMENTS 1 AND 3,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1964,TX,CONSTITUTIONAL AMENDMENT,3,,1,OUR RECOMMENDATIONS - VOTE FOR AMENDMENTS 1 AND 3,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,1,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,10,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,11,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,12,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,13,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,14,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,15,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,16,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,2,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,3,RETIREMENT BENEFITS FOR ELECTED COUNTY OFFICIALS,,NO STRONG OBJECTION BUT NOT CONVINCED OF MERITS,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,4,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,5,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,6,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,7,REPEAL POLL TAX / VOTER REGISTRATION,0,STRONGLY OBJECT - PREFER PERMANENT REGISTRATION SYSTEM,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,8,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1966,TX,CONSTITUTIONAL AMENDMENT,9,,1,TOMORROWS ELECTION - FAVOR ALL BUT TWO,0.8,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,1,CONSTITUTIONAL AMENDMENT 1,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,10,CONSTITUTIONAL AMENDMENT 10,0,"EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,11,CONSTITUTIONAL AMENDMENT 11,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,12,CONSTITUTIONAL AMENDMENT 12,0,"EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,13,CONSTITUTIONAL AMENDMENT 13,0,"EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,14,CONSTITUTIONAL AMENDMENT 14,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,2,CONSTITUTIONAL AMENDMENT 2,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,3,CONSTITUTIONAL AMENDMENT 3,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,4,CONSTITUTIONAL AMENDMENT 4,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,5,CONSTITUTIONAL AMENDMENT 5,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,6,CONSTITUTIONAL AMENDMENT 6,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,7,CONSTITUTIONAL AMENDMENT 7,0,"EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,8,CONSTITUTIONAL AMENDMENT 8,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,AMENDMENT,9,CONSTITUTIONAL AMENDMENT 9,1,"WE RECOMMEND A VOTE FOR ALL THE PROPOSITIONS WITH THE EXCEPTIONS OF NUMBERS SEVEN, TEN, TWELVE AND THIRTEEN",,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,1,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,10,,0,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,11,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,12,,0,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,13,,0,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,14,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,2,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,3,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,4,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,5,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,6,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,7,,0,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,8,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1968,TX,CONSTITUTIONAL AMENDMENT,9,,1,RECOMMEND FOR ALL EXCEPT 7 10 12 AND 13,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,1,"BROADENING POWER OF THE JUDICIAL QUALIFICATIONS COMMISSION TO CENSURE OR REMOVE FROM OFFICE DERELICT JUSTICES, JUDGES OR JUSTICES OF THE PEACE",1,FOR AMENDMENT 1,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,2,PERMIT SALE OF LIQUOR BY THE DRINK ON A LOCAL OPTION BASIS,1,FOR AMENDMENT 2,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,3,"UNIFORMLY ASSESS (AND IN EFFECT REDUCE) TAXES ON RANCH, FARM AND FOREST LAND BASED ON CAPABILITY OF THE LAND TO SUPPORT LIVESTOCK OR PRODUCE CROPS",0,AGAINST AMENDMENT 3,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,4,PROVIDING FOR APPOINTMENT OF A THREE MEMBER STATE BUILDING COMMISSION,1,FOR AMENDMENT 4,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,5,LOWERING TO A SIMPLE MAJORITY (FROM PRESENT TWO-THIRDS) THE NUMBER OF QUALIFIED VOTERS REQUIRED TO AUTHORIZE ISSUANCE OF COUNTY ROAD WORK BONDS,0,AGAINST AMENDMENT 5,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,6,"INCREASING THE VALUE OF AN URBAN HOMESTEAD EXEMPT FROM FORCED SALE FROM $5,000 TO $10,000",1,FOR AMENDMENT 6,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,AMENDMENT,7,"PROVIDING FOR CONSOLIDATING OFFICES AND FUNCTIONS OF GOVERNMENT, AND FOR PERFORMANCE OF GOVERNMENTAL FUNCTIONS BY CONTRACT BETWEEN POLITICAL SUBDIVISIONS IN ANY COUNTY",1,FOR AMENDMENT 7,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND,1,$5 MILLION IN BONDS FOR A NEW FIELD HOUSE AT UNIVERSITY OF TEXAS AT EL PASO,1,WE RECOMMEND FOR ALL FOUR PROPOSITIONS,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND,2,"$100,000 BOND ISSUE FOR PUBLIC SWIMMING POOLS AT ASCARATE PARK, SOCORRO AND FABENS",1,WE RECOMMEND FOR ALL FOUR PROPOSITIONS,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND,4,$14 MILLION IN BONDS FOR THE JUNIOR COLLEGE,1,WE RECOMMEND FOR ALL FOUR PROPOSITIONS,,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND ISSUE,1,UTEP FIELD HOUSE $2 MILLION,1,RECOMMEND FOR ALL FOUR LOCAL PROPOSITIONS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND ISSUE,2,SWIMMING POOL ASCARATE PARK $190000,1,RECOMMEND FOR ALL FOUR LOCAL PROPOSITIONS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND ISSUE,3,TAX LEVY FOR EL PASO JUNIOR COLLEGE,1,RECOMMEND FOR ALL FOUR LOCAL PROPOSITIONS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,BOND ISSUE,4,JUNIOR COLLEGE BONDS $14 MILLION,1,RECOMMEND FOR ALL FOUR LOCAL PROPOSITIONS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,1,JUDICIAL QUALIFICATIONS COMMISSION POWER,1,FOR AMENDMENT 1,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,2,LIQUOR BY THE DRINK LOCAL OPTION,1,FOR AMENDMENT 2,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,3,RANCH FARM AND FOREST LAND ASSESSMENT,0,AGAINST AMENDMENT 3 - WOULD UNIFORMLY ASSESS RANCH FARM FOREST LAND,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,4,THREE MEMBER STATE BUILDING COMMISSION,1,FOR AMENDMENT 4,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,5,LOWER MAJORITY FOR COUNTY ROAD BONDS,0,AGAINST AMENDMENT 5 - LOWERING TWO-THIRDS TO SIMPLE MAJORITY FOR ROAD BONDS,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,6,URBAN HOMESTEAD EXEMPTION INCREASE TO $10000,1,FOR AMENDMENT 6,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,CONSTITUTIONAL AMENDMENT,7,CONSOLIDATING GOVERNMENT OFFICES AND FUNCTIONS,1,FOR AMENDMENT 7,0.85,El Paso Herald Post
TX,El Paso Herald Post,145301,1970,TX,PROPOSITION,3,TAX LEVY OF 60 CENTS PER $100 OF COUNTY VALUATION TO MAINTAIN AN EL PASO JUNIOR COLLEGE,1,WE RECOMMEND FOR ALL FOUR PROPOSITIONS,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,1,TO RAISE LEGISLATIVE SALARIES,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,10,WOULD ALLOW INTRODUCTION OF CONSTITUTIONAL AMENDMENTS DURING SPECIAL LEGISLATIVE SESSIONS,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,11,"WOULD RAISE SALARIES OF LIEUTENANT GOVERNOR AND HOUSE SPEAKER TO $22,500",0,AGAINST,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,12,WOULD ALLOW STATE EMPLOYEES TO SERVE AS MEMBERS OF LOCAL GOVERNING BODIES,0,AGAINST,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,13,SETS 6 PER CENT INTEREST RATE ON MUNICIPAL BONDS,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,14,WOULD ALLOW DISTRIBUTION OF FUNDS NOW IN COUNTY PERMANENT SCHOOL FUNDS,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,2,ABOLISH LAMAR HOSPITAL DISTRICT,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,3,PUT PEACE JUSTICES ON A SALARY BASIS,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,4,TO ESTABLISH A STATE CONSTITUTIONAL REVISION COMMISSION,1,FOR,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,5,TO PROVIDE PROPERTY TAX EXEMPTIONS TO VETERANS ON A STATEWIDE BASIS,0,AGAINST,,El Paso Herald Post
TX,El Paso Herald Post,145301,1972,TX,AMENDMENT,6,TO PERMIT LOCAL TAX EXEMPTIONS FOR OLDSTERS,1,FOR,,El Paso Herald Post
