state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,source_folder,permid,icpsr,bonica_rid,recipient_cfscore,dwnom1,dwnom2,dime_party_code,dime_match_score,dime_match_confidence,bioname_voteview,voteview_match_score,voteview_match_confidence,sler_id,sler_name,sler_vote,sler_outcome,sler_party,sler_match_score,sler_match_confidence,merge_conflict
TX,El Paso Herald Post,145301,1962,RAILROAD COMMISSION,3,3,TX,"HANSON, BERNOLD M.",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1962,STATE REP,,,TX,"MCGREGOR, MALCOLM",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1962,STATE SENATOR,,,TX,"ABBOTT, S.L",Republican,1,,,,CHALLENGER,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,AGRICULTURE COMMISSIONER,,,TX,"WHITE, JOHN C.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,ATTORNEY GENERAL,,,TX,"CARR, WAGGONER",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,GOVERNOR,,,TX,"CONNALLY, JOHN B.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,H,98,98,TX,"HAYES, BILL",Republican,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,H,16,16,TX,"WHITE, RICHARD C.",Democrat,1,,1,,,0.85,El Paso Herald Post,6295,10783,,,-0.137,0.601,,,,"WHITE, Richard Crawford",80,0.7,,,,,,,,
TX,El Paso Herald Post,145301,1964,LAND COMMISSIONER,,,TX,"SADLER, G.A. (JERRY)",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,LT GOVERNOR,,,TX,"SMITH, PRESTON",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,PRESIDENT,,,TX,"JOHNSON, LYNDON B.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,RAILROAD COMMISSION,2,2,TX,"LANGDON, JIM C.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,SENATOR,,,TX,"YARBOROUGH, RALPH",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,10414,,,-0.416,0.51,,,,"YARBOROUGH, Ralph Webster",80,0.7,,,,,,,,
TX,El Paso Herald Post,145301,1964,STATE REP,74,74,TX,"MUNIZ, RAUL",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,STATE SENATOR,29,29,TX,"SNELSON, W.E. (PETE)",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1964,TX SUPREME COURT,1,1,TX,"POPE, JACK",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1966,ATTORNEY GENERAL,,,TX,"MARTIN, CRAWFORD",Democrat,1,,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1966,GOVERNOR,,,TX,"CONNALLY, JOHN B.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1966,LT GOVERNOR,,,TX,"SMITH, PRESTON",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1966,SENATOR,,,TX,"CARR, WAGGONER",Democrat,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1966,STATE SENATOR,29,29,TX,"CHRISTIE, JOE",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,ATTORNEY GENERAL,,,TX,"MARTIN, CRAWFORD",,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,GOVERNOR,,,TX,"SMITH, PRESTON",Democrat,1,,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,LT GOVERNOR,,,TX,"BARNES, BEN",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,PRESIDENT,,,TX,"NIXON, RICHARD M.",Republican,1,,,,SCRIPPS HOWARD NEWSPAPERS ENDORSED NIXON,0.90,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,STATE REP,2,2,TX,"BLAINE, JOHN E. (NED)",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,STATE REP,4,4,TX,"MUNIZ, RAUL",,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1968,STATE REP,5,5,TX,"NILAND, TOM",,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,AGRICULTURE COMMISSIONER,,,TX,"WHITE, JOHN C.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,ATTORNEY GENERAL,,,TX,"MARTIN, CRAWFORD C.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,CNTY COMM,4,4,TX,"KEMENDO, VINCENT",,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,CNTY COMM,2,2,TX,"TELLES, RICHARD",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,CNTY JUDGE,,,TX,"MOORE, T. UDELL",,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,COMPTROLLER,,,TX,"ABBOTT, SHIRLEY L.",,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,GOVERNOR,,,TX,"SMITH, PRESTON",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,LAND COMMISSIONER,,,TX,"ARMSTRONG, BOB",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,LT GOVERNOR,,,TX,"BARNES, BEN",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,SENATOR,,,TX,"BENTSEN, LLOYD MILLARD, JR.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,660,,,-0.163,0.458,,,,"BENTSEN, Lloyd Millard, Jr.",100,1,,,,,,,,
TX,El Paso Herald Post,145301,1970,STATE REP,4,4,TX,"KASTER, JIM, JR.",,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1970,TREASURER,,,TX,"JAMES, JESSE",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,ATTORNEY GENERAL,,,TX,"HILL, JOHN",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,CNTY COMM,3,3,TX,"MOTTET, JOHN O.",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,GOVERNOR,,,TX,"BRISCOE, DOLPH",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,LAND COMMISSIONER,,,TX,"ARMSTRONG, BOB",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,LT GOVERNOR,,,TX,"HOBBY, WILLIAM P. (BILL)",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,PRESIDENT,,,TX,"NIXON, RICHARD M.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,RAILROAD COMMISSION,1,1,TX,"TUNNELL, BYRON",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,SENATOR,,,TX,"TOWER, JOHN G.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,10823,,,0.444,-0.07,,,,"TOWER, John Goodwin",78,0.7,,,,,,,,
TX,El Paso Herald Post,145301,1972,SHERIFF,,,TX,"SULLIVAN, MIKE, JR.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,STATE BOARD OF ED,,,TX,"HOWELL, BEN",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,STATE REP,3,3,TX,"COLEMAN, RONALD",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1972,STATE REP,71,71,TX,"KASTER, JAMES J., JR.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226019,"kaster, james (jim)",13947.0,w,democrat,81,0.7,
TX,El Paso Herald Post,145301,1972,STATE SENATOR,29,29,TX,"SANTIESTABAN, TATI",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,220591,"santiesteban, tati",53984.0,w,democrat,94,1,
TX,El Paso Herald Post,145301,1972,TREASURER,,,TX,"ANGLY, MAURICE, JR.",Republican,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,AGRICULTURE COMMISSIONER,,,TX,"WHITE, JOHN C.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,ATTORNEY GENERAL,,,TX,"HILL, JOHN",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,CNTY COMM,2,2,TX,"TELLES, RICHARD",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,COMPTROLLER,,,TX,"BULLOCK, ROBERT DOUGLAS (BOB)",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,GOVERNOR,,,TX,"BRISCOE, DOLPH",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,JUDGE,,,TX,"PENA, HENRY",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,LAND COMMISSIONER,,,TX,"ARMSTRONG, BOB",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,LT GOVERNOR,,,TX,"HOBBY, WILLIAM P. (BILL)",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,RAILROAD COMMISSION,2,2,TX,"LANGDON, JIM C.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,RAILROAD COMMISSION,1,1,TX,"WALLACE, MACK",Democrat,1,,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,STATE BOARD OF ED,16,16,TX,"VOWELL, JACK C.",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,STATE REP,71,71,TX,"KASTER, JAMES J., JR.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226019,"kaster, james (jim)",9292.0,w,democrat,81,0.7,
TX,El Paso Herald Post,145301,1974,STATE REP,,,TX,"SCOGGINS, RALPH (SKIP)",Republican,1,,1,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1974,TREASURER,,,TX,"HOLT, ROBERT G.",Republican,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,H,16,16,TX,"WHITE, RICHARD C.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,10783,,,-0.137,0.601,,,,"WHITE, Richard Crawford",80,0.7,,,,,,,,
TX,El Paso Herald Post,145301,1976,PRESIDENT,,,TX,"FORD, GERALD R.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,RAILROAD COMMISSION,3,3,TX,"NEWTON, JON",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,SENATOR,,,TX,"BENTSEN, LLOYD MILLARD, JR.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,660,,,-0.163,0.458,,,,"BENTSEN, Lloyd Millard, Jr.",100,1,,,,,,,,
TX,El Paso Herald Post,145301,1976,SHERIFF,,,TX,"SULLIVAN, MIKE, JR.",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,STATE REP,,,TX,"JONES, LUTHER",Democrat,1,1,,,INCUMBENT,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,STATE REP,,,TX,"VALLES, ROBERT",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1976,TX SUPREME COURT,1,1,TX,"HOUSTON, SAM",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1980,PRESIDENT,,,TX,"REAGAN, RONALD",Republican,1,1,,,,0.85,El Paso Herald Post,6295,99907,cand3331,1.044,0.692,-0.713,200,100,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,AGRICULTURE COMMISSIONER,,,TX,"PERRY, RICK",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,ATTORNEY GENERAL,,,TX,"MORALES, DANIEL C.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,CNTY COMM,,,TX,"GOLDMAN, JIM",,1,,,,CAN'T FIND PARTY ID,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,COMPTROLLER,,,TX,"SHARP, JOHN",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,GOVERNOR,,,TX,"RICHARDS, DOROTHY ANN",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,JUDGE,,,TX,"CHACON, ALICIA R.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,JUDGE,,,TX,"SCHILD, KITTY",,1,,,,CAN'T FIND PARTY ID,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,JUDGE,,,TX,"TROCHE, JOSE",,1,,,1,"INCUMENT, BUT I CAN'T FIND PARTY ID",0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,LAND COMMISSIONER,,,TX,"MAURO, GARRY",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,LT GOVERNOR,,,TX,"BULLOCK, ROBERT D., SR.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,RAILROAD COMMISSION,,,TX,"KRUEGER, ROBERT C.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,SENATOR,,,TX,"GRAMM, PHIL",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,STATE REP,71,71,TX,"HAGGERTY, PAT",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226227,"haggerty, pat",12585.0,w,modernrepublican,100,1,
TX,El Paso Herald Post,145301,1990,STATE REP,70,70,TX,"VOWELL, JACK",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226156,"vowell, jack",15086.0,w,modernrepublican,100,1,
TX,El Paso Herald Post,145301,1990,STATE SENATOR,29,29,TX,"ROSSON, PEGGY",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,220581,"rosson, peggy",51487.0,w,democrat,100,1,
TX,El Paso Herald Post,145301,1990,TREASURER,,,TX,"HUTCHISON, KAY BAILEY",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1990,TX SUPREME COURT,,,TX,"PHILLIPS, THOMAS R.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1992,PRESIDENT,,,TX,"BUSH, GEORGE H. W.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,99908,cand3332nominee,0.98,0.557,-0.547,200,100,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,AGRICULTURE COMMISSIONER,,,TX,"PERRY, RICK",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,ATTORNEY GENERAL,,,TX,"MORALES, DANIEL C.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,CNTY COMM,,,TX,"AGUILAR, CARLOS",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,CNTY COMM,,,TX,"HAGGERTY, DANIEL R.",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,COMPTROLLER,,,TX,"SHARP, JOHN",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,COURT OF APPEALS,8,,TX,"CHEW, DAVID WELLINGTON",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,DISTRICT COURT JUDGE,243,,TX,"GUADERRAMA, DAVID C.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,GOVERNOR,,,TX,"RICHARDS, DOROTHY ANN",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,H,16,16,TX,"COLEMAN, RONALD D.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,15018,cand604,-0.308,-0.402,0.548,100,100,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,H,23,23,TX,"RIOS, ROLANDO L.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,H4TX23054,cand48802,-0.652,,,100,90,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,JUDGE,,,TX,"BRIONES, DAVID",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,JUDGE,,,TX,"MATTOX, CHARLES W.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,LAND COMMISSIONER,,,TX,"MAURO, GARRY",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,LT GOVERNOR,,,TX,"BULLOCK, ROBERT D., SR.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,RAILROAD COMMISSION,,,TX,"MATTHEWS, CHARLES R.",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,RAILROAD COMMISSION,,,TX,"NABERS, MARY SCOTT",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,SENATOR,,,TX,"HUTCHISON, KAY BAILEY",Republican,1,,1,,,0.85,El Paso Herald Post,6295,49306,cand1622,1.079,0.356,0.012,200,100,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,STATE BOARD OF ED,,,TX,"NUNEZ, RENE",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,STATE REP,78,78,TX,"HAGGERTY, PAT",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226227,"haggerty, pat",18110.0,w,modernrepublican,100,1,
TX,El Paso Herald Post,145301,1994,STATE SENATOR,28,28,TX,"MONTFORD, JOHN T.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,220561,"montford, john",78676.0,w,democrat,100,1,
TX,El Paso Herald Post,145301,1994,TREASURER,,,TX,"WHITEHEAD, MARTHA",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,TX SUPREME COURT,,,TX,"GONZALEZ, RAUL A.",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1994,TX SUPREME COURT,,,TX,"HECHT, NATHAN L.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,CNTY COMM,,,TX,"SPARKS, H. WILLIAM",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,CONSTABLE,,,TX,"SOLIS, JOSEPH",,1,,,,CAN'T FIND PARTY ID,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,COURT OF CRIMINAL APPEALS,,,TX,"MALONEY, FRANK",Democrat,1,1,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,COURT OF CRIMINAL APPEALS,,,TX,"PERKINS, BOB",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,DISTRICT COURT JUDGE,383,,TX,"CARDONE, KATHLEEN",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,DISTRICT COURT JUDGE,384,,TX,"DAROSS, JAMES",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,H,23,23,TX,"JONES, CHARLES P.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,H6TX23083,cand52896,-0.74,,,100,96,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,H,16,16,TX,"REYES, SILVESTRE",Democrat,1,,,,,0.85,El Paso Herald Post,6295,29764,cand1489,0.047,-0.321,0.304,100,100,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,PRESIDENT,,,TX,"DOLE, BOB",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,RAILROAD COMMISSION,,,TX,"RYLANDER, CAROLE KEETON",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,SENATOR,,,TX,"MORALES, VICTOR M.",Democrat,1,,,,,0.85,El Paso Herald Post,6295,S6TX00149,cand106628,-0.563,,,100,85,1,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,STATE REP,75,75,TX,"BARNETT, JAMES",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,226515,"barnett, james",7409.0,l,modernrepublican,100,1,
TX,El Paso Herald Post,145301,1996,STATE SENATOR,28,28,TX,"LANGSTON, DAVID",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,STATE SENATOR,29,29,TX,"SHAPLEIGH, ELIOT",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,220582,"shapleigh, eliot",89868.0,w,democrat,100,1,
TX,El Paso Herald Post,145301,1996,TAX ASSESSOR,,,TX,"O'ROURKE, PAT",Republican,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,TX SUPREME COURT,,,TX,"BAKER, JAMES A.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,TX SUPREME COURT,,,TX,"BARRON, PATRICE",Democrat,1,,,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Herald Post,145301,1996,TX SUPREME COURT,,,TX,"PHILLIPS, THOMAS R.",Republican,1,,1,,,0.85,El Paso Herald Post,6295,,,,,,,,,,,,,,,,,,,
TX,El Paso Times,145300,1920,PRESIDENT,,,TX,"COX, JAMES M.",Democrat,1,,,,,0.85,El Paso Times,1808,,,,,,,,,,,,,,,,,,,
